tweet_id,tweet,sentiment,created_at,hashtags,username,location,retweet_count,org_tweet,org_lang,favorite_count,latitude,longitude,cleaned_tweet,currenttime,positive_prob,negative_prob,neutral_prob,place,date,time,date_time,current_date_time,temp_c,wind_kph,wind_degree,wind_dir,pressure_in,precip_mm,humidity,cloud,feelslike_c,vis_km,uv,gust_kph,conditions
1642295981206310916,"@kunalstwt Next.js for building LinkFree💙",neutral,"2023-04-01 22:40:48",,"🧀Md Moinuddin","Bengaluru, India",0,"@kunalstwt Next.js for building LinkFree💙",en,0,12.9767936,77.590082,"kunalstwt next js building linkfree","2023-04-02 04:23:56",0.25378835,0.01033174,0.7358799,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642295997899341824,"@KadakMommaga @Gowthambh Everything is frozen 🥶",neutral,"2023-04-01 22:40:52",,"Chethan Subbaiah",Bangalore,0,"@KadakMommaga @Gowthambh Everything is frozen 🥶",en,1,12.9767936,77.590082,"kadakmommaga gowthambh everything frozen","2023-04-02 04:23:56",0.023477545,0.45100147,0.52552104,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296053100605440,"@Taimur_taimur1 @iamrealbt @zayn_022 rajni gandha ka packet hai kya jo ek de bol raha hai tu tu",neutral,"2023-04-01 22:41:06",,"〖ᴷⁱⁿᴳ𝑴𝒖𝒛𝒛𝒚 || 𝐈𝐪𝐫𝐚 𝐬𝐭𝐚𝐧","Bengaluru, India",0,"@Taimur_Taimur1 @IamRealBT @Zayn_022 Rajni gandha ka packet hai kya jo ek de bol raha hai tu😂😂",hi,0,12.9767936,77.590082,"taimur taimur1 iamrealbt zayn 022 rajni gandha ka packet hai kya jo ek de bol raha hai tu tu","2023-04-02 04:23:56",0.034299877,0.08580061,0.87989956,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296141646794753,"MLA Gopalakrishna's resignation has brought pain: Minister Sriramulu
#Bsriramulu #Gopalakrishna #Resignation #Ballari
@sriramulubjp
https://t.co/9mticzxqcb",neutral,"2023-04-01 22:41:27","BSriramulu, Gopalakrishna, Resignation, Ballari","Asianet Suvarna News",Bengaluru,0,"ಶಾಸಕ ಗೋಪಾಲಕೃಷ್ಣ ರಾಜೀನಾಮೆ ನೋವು ತಂದಿದೆ: ಸಚಿವ ಶ್ರೀರಾಮುಲು
#BSriramulu #Gopalakrishna #Resignation #Ballari
@sriramulubjp 
https://t.co/9mTicZxqCB",kn,0,12.9767936,77.590082,"mla gopalakrishna s resignation brought pain minister sriramulu bsriramulu gopalakrishna resignation ballari sriramulubjp","2023-04-02 04:23:56",0.025274334,0.26648518,0.70824045,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296150664400896,"@Tejasvi_Surya @tarunchughbjp @rohit_chahal India needs more genuine leaders like Tejaswi Surya of BJP.",neutral,"2023-04-01 22:41:29",,Zavier,"Bengaluru, India",0,"@Tejasvi_Surya @tarunchughbjp @rohit_chahal India needs more genuine leaders like Tejaswi Surya of BJP.",en,1,12.9767936,77.590082,"tejasvi surya tarunchughbjp rohit chahal india needs genuine leaders like tejaswi surya bjp","2023-04-02 04:23:56",0.28274104,0.056525152,0.6607338,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296163356360704,"@MarioArfHans @tannerlinsley @Twitter I still dont get your point , the document says if you find issues or concerns submit via bug bounty. The program rewards ppl compensation. Security engineer or hacker who break code dont have replica and mostly not even source of env . Thats why they are hacker correct ?",negative,"2023-04-01 22:41:32",,"brijesh bn",bangalore,0,"@MarioArfHans @tannerlinsley @Twitter I still dont get your point , the document says if you find issues or concerns submit via bug bounty. The program rewards ppl compensation. Security engineer or hacker who break code dont have replica and mostly not even source of env . Thats why they are hacker correct ?",en,0,12.9767936,77.590082,"marioarfhans tannerlinsley twitter still dont get point document says find issues concerns submit via bug bounty program rewards ppl compensation security engineer hacker break code dont replica mostly even source env thats hacker correct","2023-04-02 04:23:56",0.03629168,0.5382358,0.42547253,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296261847166976,"@MahuaMoitra Mamata will ensure that you do not have to attend the new parliament building.",neutral,"2023-04-01 22:41:55",,Sushmablr,"Bengaluru, India",0,"@MahuaMoitra Mamata will ensure that you do not have to attend the new parliament building.",en,0,12.9767936,77.590082,"mahuamoitra mamata will ensure attend new parliament building","2023-04-02 04:23:56",0.07042082,0.18807164,0.7415076,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296283737231360,"@f1amani Post it at the exact same time again 🤞🏻🤞🏻🤞🏻🤞🏻",neutral,"2023-04-01 22:42:01",,"Dhairya Bakhai","Bengaluru, India",0,"@f1amani Post it at the exact same time again 🤞🏻🤞🏻🤞🏻🤞🏻",en,0,12.9767936,77.590082,"f1amani post exact time","2023-04-02 04:23:56",0.10565203,0.049013603,0.8453343,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296374124490752,"@mittu7896 Thank you for your time. Our intention was never to let you down, and your feedback will be shared with our team to work on minimizing such instances. As checked, your order has been delivered to your location. Please let us know if you have received the same.

 ^Prathiksha",positive,"2023-04-01 22:42:22",,"Swiggy Cares",Bengaluru,0,"@mittu7896 Thank you for your time. Our intention was never to let you down, and your feedback will be shared with our team to work on minimizing such instances. As checked, your order has been delivered to your location. Please let us know if you have received the same.

 ^Prathiksha",en,0,12.9767936,77.590082,"mittu7896 thank time intention never let feedback will shared team work minimizing instances checked order delivered location please let us know received prathiksha","2023-04-02 04:23:56",0.7203148,0.009284471,0.27040073,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296396421242881,"@Taimur_Taimur1 @IamRealBT @Zayn_022 😜😜",neutral,"2023-04-01 22:42:27",,"〖ᴷⁱⁿᴳ𝑴𝒖𝒛𝒛𝒚 || 𝐈𝐪𝐫𝐚 𝐬𝐭𝐚𝐧","Bengaluru, India",0,"@Taimur_Taimur1 @IamRealBT @Zayn_022 😜😜",und,0,12.9767936,77.590082,"taimur taimur1 iamrealbt zayn 022","2023-04-02 04:23:56",0.03042447,0.04238105,0.92719454,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296420639166466,"@mrhameljr @noIPv6 You lose 1500 MTU, access to your ISPs' local caching nodes for CDNs (Netflix? Akamai? Google?) and their peering partners to maintain extremely low latency for your traffic. Traceroutes over tunnel vs native ISP underlay are likely to my higher latency overall.",neutral,"2023-04-01 22:42:33",,"Daryll Swer","Bengaluru, India",0,"@mrhameljr @noIPv6 You lose 1500 MTU, access to your ISPs' local caching nodes for CDNs (Netflix? Akamai? Google?) and their peering partners to maintain extremely low latency for your traffic. Traceroutes over tunnel vs native ISP underlay are likely to my higher latency overall.",en,0,12.9767936,77.590082,"mrhameljr noipv6 lose 1500 mtu access isps local caching nodes cdns netflix akamai google peering partners maintain extremely low latency traffic traceroutes tunnel vs native isp underlay likely higher latency overall","2023-04-02 04:23:56",0.0766076,0.37364087,0.5497515,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296483679543298,"Here's How Rinspeed Made A James Bond Car Into A Reality https://t.co/q15e0CI2OO",neutral,"2023-04-01 22:42:48",,"Trendly News In","Bengaluru, India",0,"Here's How Rinspeed Made A James Bond Car Into A Reality https://t.co/q15e0CI2OO",en,0,12.9767936,77.590082,"s rinspeed made james bond car reality","2023-04-02 04:23:56",0.08418394,0.07453366,0.8412824,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296547617697794,"Long live MOTHER INDIA with PRIDE and PROSPERITY. https://t.co/v6HuIoFxiz",positive,"2023-04-01 22:43:04",,"prashanth panthu","Karnataka, India",0,"Long live MOTHER INDIA with PRIDE and PROSPERITY. https://t.co/v6HuIoFxiz",en,0,14.5203896,75.7223521,"long live mother india pride prosperity","2023-04-02 04:23:56",0.84215385,0.004716092,0.15313004,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296566080995328,"@Lunagilvent I have other data ...",neutral,"2023-04-01 22:43:08",,"Antonieta Rivas","Bangalore,  India",0,"@LunaGilVent Yo tengo otros datos....",es,0,12.9767936,77.590082,"lunagilvent data","2023-04-02 04:23:56",0.049314488,0.21676536,0.7339202,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296588847681537,"@sciphi_Ananya 👍",neutral,"2023-04-01 22:43:13",,"Sreejit Soman","Bengaluru,India",0,"@sciphi_Ananya 👍",und,0,12.9767936,77.590082,"sciphi ananya","2023-04-02 04:23:56",0.15656127,0.16083352,0.6826052,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296602046996486,"@mrhameljr @noIPv6 If you have a good relationship with your ISP - why not request them to provide IP Transit (BGP) over the residential circuit?",neutral,"2023-04-01 22:43:16",,"Daryll Swer","Bengaluru, India",0,"@mrhameljr @noIPv6 If you have a good relationship with your ISP - why not request them to provide IP Transit (BGP) over the residential circuit?",en,0,12.9767936,77.590082,"mrhameljr noipv6 good relationship isp request provide ip transit bgp residential circuit","2023-04-02 04:23:56",0.2609217,0.05974646,0.6793319,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296624641888256,"@MF1motorsports Who cares as long as Mercs up there..",neutral,"2023-04-01 22:43:22",,F1Freak#LH44,Bangalore,0,"@MF1motorsports Who cares as long as Mercs up there..",en,0,12.9767936,77.590082,"mf1motorsports cares long mercs","2023-04-02 04:23:56",0.12172278,0.11876971,0.7595075,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296631109222400,"@KlbCityPolice @Chethan_R @Kalaburgivarthe Congratulations 🥳 Please mention for which station he works so ppl will be having an idea as last name tumkur suggest not from our district..!",neutral,"2023-04-01 22:43:23",,Manjunath_P,"Bengaluru, India",0,"@KlbCityPolice @Chethan_R @Kalaburgivarthe Congratulations 🥳 Please mention for which station he works so ppl will be having an idea as last name tumkur suggest not from our district..!",en,0,12.9767936,77.590082,"klbcitypolice chethan r kalaburgivarthe congratulations please mention station works ppl will idea last name tumkur suggest district","2023-04-02 04:23:56",0.29948515,0.064422816,0.63609207,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296632711741440,"#Ramadan2023 #Ramadan
#RamadanDay10

When your good deeds please you and your bad deeds cause you grief, you are a believer.",neutral,"2023-04-01 22:43:24","Ramadan2023, Ramadan, RamadanDay10","Mohammed Faizan","karnataka,india",0,"#Ramadan2023 #Ramadan
#RamadanDay10

When your good deeds please you and your bad deeds cause you grief, you are a believer.",en,0,14.5203896,75.7223521,"ramadan2023 ramadan ramadanday10 good deeds please bad deeds cause grief believer","2023-04-02 04:23:56",0.2689908,0.09254308,0.63846606,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296694045032448,"@KeralaTourism LOL",neutral,"2023-04-01 22:43:38",,"Dr. Jayashankar Azad","Kanhangad ",0,"@KeralaTourism LOL",und,0,12.2906471,75.10740557896587,"keralatourism lol","2023-04-02 04:23:56",0.07738844,0.13944288,0.78316873,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296708137881600,"@drshamamohd @IYCKerala @RahulGandhi @SudhakaranINC Is it against the judiciary?
Or against the democratic right of a bjp MLA to file the case?
@mayank_sxn @cochinmenon @rashidkk @LawyerInBaking 
@ajay43 @_sayema",neutral,"2023-04-01 22:43:42",,Lutyen,Mysore,0,"@drshamamohd @IYCKerala @RahulGandhi @SudhakaranINC Is it against the judiciary?
Or against the democratic right of a bjp MLA to file the case?
@mayank_sxn @cochinmenon @rashidkk @LawyerInBaking 
@ajay43 @_sayema",en,0,12.3051828,76.6553609,"drshamamohd iyckerala rahulgandhi sudhakaraninc judiciary democratic right bjp mla file case mayank sxn cochinmenon rashidkk lawyerinbaking ajay43 sayema","2023-04-02 04:23:56",0.014541839,0.2876157,0.6978425,Bangalore,2023-04-02,04:24:00,"2023-04-02 04:24:00","2023-04-02 04:23:56",22,9,170,S,29.91,0,83,50,24.6,6,1,11.9,"Partly cloudy"
1642296712848117767,"Feynman has me confused,when he says never confuse education with intelligence.
Its true that you can have a PhD but still be an idiot, but whats more important is to
"Never confuse indoctrination with an education"
You can be part of a cult,and never have been part of a culture.",negative,"2023-04-01 22:43:43",,"Ron Abraham","Bangalore, India",0,"Feynman has me confused,when he says never confuse education with intelligence.
Its true that you can have a PhD but still be an idiot, but whats more important is to
"Never confuse indoctrination with an education"
